object_detection_mem.committed_Committed_AS,object_detection_system.active_processes_active,object_detection_system.cpu_user,object_detection_system.file_nr_used_used,object_detection_system.processes_running,object_detection_system.ram_buffers,object_detection_system.ram_cached,object_detection_system.ram_free,object_detection_system.ram_used,Target
22237.21,1654,6.908172,15052,2,51.23438,1892.457,935.6602,3911.746,0
22237.21,1654,6.638655,15052,8,51.23438,1892.461,940.668,3906.734,0
22233.16,1653,7.184628,15052,2,51.23438,1892.461,941.3516,3906.051,0
22234.89,1654,6.884971,15020,3,51.23438,1892.461,939.957,3907.445,0
22267.11,1653,7.692308,14988,2,51.25,1892.461,898.9258,3948.461,0
22267.12,1653,7.130872,14988,2,51.25,1892.461,907.6094,3939.777,0
22267.12,1653,6.554622,14988,2,51.25,1892.461,904.9727,3942.414,0
22267.12,1653,6.980656,15052,2,51.25,1892.469,903.2109,3944.168,0
22261.3,1653,7.724601,15052,3,51.25,1892.469,909.4883,3937.891,0
22487.75,1654,7.394958,15052,3,51.28516,1895.281,895.2773,3949.254,0
22266.11,1653,7.142857,15052,2,51.36328,1895.297,899.3203,3945.117,0
22267.84,1654,7.298658,15052,3,51.36328,1895.293,898.1055,3946.336,0
22238.37,1653,7.640638,15020,2,51.36328,1895.293,916.4492,3927.992,0
22238.37,1653,7.466443,15020,2,51.36328,1895.293,916.2891,3928.152,0
22238.45,1654,7.388749,15020,2,51.38281,1895.332,919.7109,3924.672,0
22238.45,1654,7.544007,15052,2,51.38281,1895.332,919.457,3924.926,0
22233.36,1654,7.615063,15020,2,51.39844,1895.332,930.7539,3913.613,0
22233.36,1654,7.298658,15020,2,51.39844,1895.332,931.1445,3913.223,0
22233.36,1654,7.226891,14988,2,51.41406,1895.332,929.168,3915.184,0
22235.47,1655,6.963087,14988,3,51.41406,1895.332,929.6055,3914.746,0
22233.36,1654,7.154882,14988,2,51.42188,1895.332,935.8477,3908.496,0
22233.36,1654,7.06476,14956,2,51.42188,1895.332,932.3555,3911.988,0
22485.34,1655,7.070707,14956,3,51.42188,1895.332,940.7578,3903.586,0
22234.23,1655,7.13686,14988,2,51.42188,1895.34,938.75,3905.586,0
22234.23,1655,7.052897,14988,2,51.42188,1895.336,937.4375,3906.902,0
22236.09,1658,6.945607,15020,4,51.42188,1895.348,938.8242,3905.504,0
22234.27,1655,7.101086,14988,2,51.4375,1895.352,940.125,3904.184,0
22234.98,1655,5.546218,14988,2,51.4375,1895.352,937.7852,3906.523,0
22234.98,1655,5.634987,15020,2,51.4375,1895.352,940.2695,3904.039,0
22234.98,1655,5.723906,14988,2,51.4375,1895.352,940.2617,3904.047,0
22234.98,1655,6.055509,15020,2,51.4375,1895.352,938.5469,3905.762,0
22234.98,1655,6.610879,15020,2,51.44531,1895.352,935.8359,3908.465,0
22234.87,1655,7.148865,15020,2,51.44531,1895.352,942.0703,3902.23,0
22234.87,1655,7.124895,15052,2,51.45312,1895.352,935.6602,3908.633,0
22234.86,1654,7.317073,15084,2,51.46094,1895.383,935.1836,3909.07,0
22234.87,1654,6.270903,15052,2,51.46094,1895.383,936.4531,3907.801,0
22234.87,1654,5.867561,15052,2,51.46094,1895.387,935.8008,3908.449,0
22234.87,1654,6.343907,15052,2,51.46094,1895.387,933.7656,3910.484,0
22234.87,1654,6.113903,15052,2,51.46094,1895.387,929.2852,3914.965,0
22234.87,1654,7.112971,15052,2,51.46875,1895.371,927.5977,3916.66,0
22234.87,1654,7.142857,15052,2,51.46875,1895.371,932.332,3911.926,0
22234.88,1654,7.070707,15052,2,51.46875,1895.371,930.918,3913.34,0
22236.75,1655,7.154882,15052,3,51.46875,1895.371,936.0586,3908.199,0
22234.91,1654,6.213266,15052,2,51.46875,1895.371,938.6328,3905.625,0
22238.03,1654,6.134454,15020,2,51.47656,1895.363,933.0898,3911.168,0
22239.86,1655,5.877414,15052,3,51.47656,1895.371,929.5078,3914.742,0
22234.96,1654,5.634987,15052,2,51.47656,1895.371,935.2695,3908.98,0
22234.96,1654,6.103679,15084,2,51.47656,1895.371,933.6953,3910.555,0
22262.96,1654,6.700168,15052,3,51.47656,1895.379,938.0977,3906.145,0
22234.91,1654,6.728343,15084,2,51.48438,1895.383,932.5273,3911.703,0
22234.91,1654,7.226891,15084,2,51.48438,1895.383,933.8711,3910.359,0
22234.91,1654,6.391926,15084,2,51.48438,1895.383,933.3438,3910.887,0
22234.74,1654,5.817875,15116,2,51.48438,1895.383,940.3281,3903.902,0
22233.93,1653,5.8873,15084,2,51.48438,1895.383,939.0391,3905.191,0
22235.66,1654,5.877414,15084,3,51.50781,1895.359,935.1953,3909.035,0
22233.94,1653,5.709488,15084,2,51.50781,1895.383,938.4023,3905.805,0
22234.04,1653,7.460184,15116,2,51.50781,1895.395,938.0781,3906.117,0
22235.76,1654,7.460184,15116,3,51.50781,1895.395,937.543,3906.652,0
22234.04,1653,7.401177,15084,2,51.50781,1895.395,936.1328,3908.062,0
22234.05,1653,7.698745,15116,2,51.50781,1895.395,930.4609,3913.734,0
22234.05,1653,7.364017,15116,2,51.53125,1895.395,929.3945,3914.777,0
22234.05,1653,7.453936,15084,2,51.53125,1895.395,932.3438,3911.828,0
22235.82,1654,7.556675,15084,3,51.53125,1895.395,938.4023,3905.77,0
22234.12,1653,6.963087,15052,2,51.53125,1895.395,936.6797,3907.492,0
22234.12,1653,7.472712,15052,2,51.53125,1895.395,934.9336,3909.238,0
22236.11,1654,7.35786,15084,3,51.53125,1895.398,935.8711,3908.297,0
22326.45,1653,7.220823,15052,3,51.53906,1895.398,937.7188,3906.441,0
22234.14,1653,7.317073,15052,3,51.53906,1895.398,943.2461,3900.914,0
22234.14,1653,6.666667,15052,3,51.53906,1895.398,941.1914,3902.969,0
22234.14,1653,6.722689,15052,2,51.53906,1895.398,936.625,3907.535,0
22237.83,1660,6.672227,15052,6,51.53906,1895.398,933.6055,3910.555,0
22234.16,1653,6.873428,15052,2,51.53906,1895.398,936.4453,3907.715,0
22234.0,1653,7.06476,15052,2,51.54688,1895.391,933.8594,3910.301,0
22485.95,1654,6.806723,15052,3,51.54688,1895.398,936.4531,3907.699,0
22234.06,1653,7.052897,15052,2,51.54688,1895.398,936.4258,3907.727,0
22234.06,1653,7.148865,15052,2,51.54688,1895.438,935.3672,3908.746,0
22234.06,1653,6.644239,15052,2,51.54688,1895.438,941.7773,3902.336,0
22234.06,1653,7.13686,15052,2,51.55469,1895.441,940.668,3903.434,0
22234.06,1653,7.298658,15052,2,51.55469,1895.441,939.1836,3904.918,0
22234.06,1653,7.058824,15020,2,51.57031,1895.441,940.457,3903.629,0
22234.07,1653,6.359833,15084,2,51.57031,1895.441,937.5352,3906.551,0
22234.07,1653,6.286672,15084,2,51.57031,1895.441,940.2305,3903.855,0
22234.03,1653,6.025105,15084,2,51.57031,1895.441,942.8281,3901.258,0
22238.05,1654,6.113903,15020,2,51.57031,1895.441,943.8477,3900.238,0
22238.05,1654,5.704698,15020,2,51.57812,1895.441,941.0508,3903.027,0
22236.05,1654,5.714286,15020,2,51.57812,1895.441,939.5547,3904.523,0
22238.95,1655,6.370495,15020,2,51.58594,1895.453,934.7539,3909.305,0
22238.2,1654,5.872483,15052,2,51.58594,1895.453,923.75,3920.309,0
22238.21,1654,6.149958,15052,2,51.58594,1895.453,922.1328,3921.926,0
22238.21,1654,7.142857,15052,2,51.58594,1895.453,927.0352,3917.023,0
22238.21,1654,6.806723,15052,2,51.58594,1895.453,924.5234,3919.535,0
22234.95,1654,6.890756,15052,2,51.59375,1895.453,927.3711,3916.68,0
22234.91,1654,6.516291,15020,2,51.59375,1895.453,925.832,3918.219,0
22234.91,1654,5.443886,14988,2,51.59375,1895.453,932.9141,3911.137,0
22234.91,1654,5.294118,15020,2,51.59375,1895.453,933.3164,3910.734,0
22234.93,1654,5.480607,15020,2,51.59375,1895.457,931.9297,3912.117,0
22234.93,1654,6.297229,15020,2,51.59375,1895.457,938.9727,3905.074,0
22234.93,1654,6.957251,15020,2,51.60938,1895.457,942.4492,3901.582,0
22238.95,1655,7.226891,15020,2,51.60938,1895.457,939.5039,3904.527,0
22490.89,1656,6.879195,15020,4,51.60938,1895.457,939.2656,3904.766,0
22238.95,1655,6.951424,15020,2,51.60938,1895.457,938.3398,3905.691,0
22234.94,1654,7.220823,15020,2,51.60938,1895.457,938.8242,3905.207,0
22236.62,1655,7.447699,15020,3,51.61719,1895.457,940.4141,3903.609,0
22234.91,1654,7.892527,15020,2,51.625,1895.465,932.8789,3911.129,0
22238.04,1654,8.207705,15052,2,51.625,1895.465,933.2734,3910.734,0
22238.04,1654,7.544007,15052,2,51.62891,1895.496,933.9492,3910.023,0
22234.98,1654,7.544007,15020,2,51.62891,1895.496,936.1133,3907.859,0
22236.69,1655,7.317073,15052,3,51.62891,1895.496,939.2266,3904.746,0
22234.99,1654,7.04698,15052,2,51.63672,1895.496,938.5898,3905.375,0
22234.93,1654,7.615063,15052,2,51.63672,1895.496,938.168,3905.797,0
22236.65,1655,7.370184,15052,3,51.63672,1895.508,942.793,3901.16,0
22234.93,1654,7.472712,15052,2,51.63672,1895.508,940.1523,3903.801,0
22234.82,1654,7.323232,15052,2,51.63672,1895.508,939.8906,3904.062,0
22234.84,1654,5.546218,15052,2,51.64453,1895.508,941.2891,3902.656,0
22234.84,1654,5.369128,15052,2,51.64453,1895.508,937.875,3906.07,0
22234.84,1654,5.723906,15116,2,51.66016,1895.508,937.4258,3906.504,0
22234.68,1654,5.45302,15116,4,51.66016,1895.508,940.5664,3903.363,0
22234.08,1652,6.649832,15116,2,51.66797,1895.496,938.0234,3905.91,0
22234.08,1652,6.812447,15084,2,51.66797,1895.496,939.4141,3904.52,0
22242.15,1652,7.06476,15020,2,51.66797,1895.496,928.4102,3915.523,0
22242.15,1652,6.9747900000000005,15020,2,51.66797,1895.496,925.7031,3918.23,0
22242.15,1652,6.129303,15020,3,51.66797,1895.496,925.8906,3918.043,0
22242.16,1652,5.872483,15020,2,51.67578,1895.496,925.8438,3918.082,0
22237.35,1652,6.124161,15020,2,51.67578,1895.496,928.9336,3914.992,0
22237.35,1652,6.030151,15020,2,51.67578,1895.496,927.2773,3916.648,0
22237.36,1654,6.717045,15020,2,51.67578,1895.5,931.9648,3911.957,0
22237.38,1655,7.220823,15020,2,51.67578,1895.719,927.8477,3915.855,0
22234.11,1655,9.815436,15052,2,51.68359,1895.719,929.4648,3914.23,0
22234.16,1655,7.627829,15084,2,51.68359,1895.719,931.9297,3911.766,0
22237.42,1654,6.683375,15084,2,51.68359,1895.719,929.3867,3914.309,0
22238.24,1654,6.129303,15084,2,51.68359,1895.73,932.0859,3911.598,0
22238.24,1654,5.690377,15052,2,51.68359,1895.73,929.9414,3913.742,0
22238.2,1654,6.119028,15052,2,51.68359,1895.73,931.8711,3911.812,0
22234.95,1654,6.459732,15084,2,51.69141,1895.73,934.1562,3909.52,0
22234.96,1654,6.908172,15084,2,51.69141,1895.73,939.1953,3904.48,0
22234.96,1654,6.734007,15084,2,51.69141,1895.73,938.9766,3904.699,0
22486.91,1655,7.041073,15084,3,51.69141,1895.73,937.6406,3906.035,0
22234.96,1654,6.968934,15116,2,51.69141,1895.73,937.2383,3906.438,0
22234.96,1654,6.951424,15116,2,51.71484,1895.809,937.6328,3905.941,0
22236.68,1655,6.655434,15116,3,51.71484,1895.809,938.0547,3905.52,0
22235.01,1654,7.13686,15052,2,51.73047,1895.809,936.8477,3906.711,0
22235.01,1654,6.459732,15052,2,51.73047,1895.809,937.75,3905.809,0
22234.85,1654,5.47599,15020,2,51.73047,1895.809,941.6602,3901.898,0
22234.87,1654,5.719092,15052,2,51.73047,1895.809,941.25,3902.309,0
22234.87,1654,5.714286,15084,2,51.73047,1895.809,941.6875,3901.871,0
22236.96,1654,5.877414,15084,3,51.73828,1895.809,942.457,3901.094,0
22234.9,1653,7.640638,15084,3,51.75,1895.82,944.0898,3899.438,0
22234.9,1653,7.394958,15084,2,51.82031,1895.828,943.2852,3900.164,0
22234.9,1653,7.29254,15116,2,51.82031,1895.828,943.8633,3899.586,0
22234.9,1653,7.298658,15084,2,51.82031,1895.828,941.5938,3901.855,0
22234.9,1652,5.936455,15084,2,51.82031,1895.828,942.2266,3901.223,0
22234.9,1652,6.020067,15020,2,51.82031,1895.828,940.9766,3902.473,0
22234.93,1652,6.124161,15052,2,51.82812,1895.828,939.8633,3903.578,0
22234.93,1652,5.532272,15052,2,51.82812,1895.832,938.1133,3905.324,0
22522.7,1653,6.934002,15052,3,51.82812,1895.836,890.2539,3953.18,0
22267.7,1652,5.714286,15052,2,51.82812,1895.836,890.3477,3953.086,0
22267.71,1652,6.129303,15052,2,51.82812,1895.836,884.7031,3958.73,0
22269.82,1653,5.793451,15084,3,51.83594,1895.836,888.3945,3955.031,0
22239.91,1652,5.966387,15084,2,51.83594,1895.836,909.3242,3934.102,0
22239.91,1652,5.45302,15084,2,51.83594,1895.836,912.1875,3931.238,0
22241.26,1654,5.877414,15020,3,51.85938,1895.824,911.2891,3932.125,0
22267.34,1652,13.288478,14988,2,51.86719,1896.07,875.2031,3967.957,0
22267.38,1652,8.600337,14988,2,52.00391,1896.512,864.8359,3977.746,0
22267.53,1652,5.644482,15084,2,52.00391,1896.512,859.0312,3983.551,0
22245.64,1652,6.627517,15084,2,52.01172,1896.512,881.5781,3960.996,0
22239.52,1652,5.630252,15052,2,52.01172,1896.512,879.8828,3962.691,0
22242.66,1654,9.696459,15020,6,52.01172,1896.582,871.6445,3970.859,0
22238.45,1654,19.51014,14988,3,52.03516,1896.641,865.1406,3977.281,0
22237.38,1655,7.808564,14988,2,52.04297,1896.641,870.6211,3971.793,0
22486.26,1656,7.731092,15052,3,52.04297,1896.641,876.0078,3966.406,0
22234.38,1655,8.633697,14956,3,52.04297,1896.641,877.957,3964.457,0
22233.46,1654,8.451883,14956,2,52.04688,1896.711,868.8828,3973.457,0
22233.36,1654,6.375839,14956,2,52.04688,1896.711,868.4492,3973.891,0
22230.31,1654,6.465155,14956,2,52.05469,1896.715,868.2227,3974.105,0
22230.31,1654,7.035176,14956,2,52.05469,1896.715,859.7031,3982.625,0
22232.28,1655,7.460184,14924,4,52.05469,1896.715,864.7305,3977.598,0
22230.36,1654,7.38255,14924,2,52.05469,1896.715,869.0195,3973.309,0
22230.36,1654,7.407407,14956,2,52.05469,1896.715,875.9258,3966.402,0
22232.21,1655,6.297229,14956,3,52.0625,1896.715,878.2891,3964.031,0
22227.1,1654,5.625525,14988,2,52.07031,1896.715,884.082,3958.23,0
22255.54,1654,7.251265,15052,2,52.07031,1896.719,840.8008,4001.508,0
22255.54,1654,5.602007,15020,2,52.07031,1896.719,837.8555,4004.453,0
22467.31,1654,6.223717,15052,3,52.07031,1896.723,841.3477,4000.957,0
22235.4,1654,6.980656,15020,2,52.07031,1896.723,856.2695,3986.035,0
22237.12,1655,6.812447,15020,3,52.07812,1896.727,854.5156,3987.777,0
22235.41,1654,7.245156,15020,2,52.08594,1896.719,858.8398,3983.453,0
22236.48,1654,7.13686,15020,2,52.08594,1896.727,861.2422,3981.043,0
22278.78,1654,5.714286,15020,3,52.08594,1896.727,863.6328,3978.652,0
22232.44,1654,11.111111,15020,2,52.08594,1896.727,860.6016,3981.684,0
22232.44,1654,5.793451,15052,2,52.08594,1896.727,860.9688,3981.316,0
22232.42,1655,5.951383,15052,3,52.08594,1896.727,872.8203,3969.465,0
22253.38,1654,7.232969,15052,3,52.10156,1896.711,871.7656,3970.52,0
22253.35,1654,7.556675,15020,2,52.11719,1896.727,850.8789,3991.375,0
22505.29,1654,7.208718,15052,3,52.11719,1896.727,856.1289,3986.125,0
22253.41,1654,7.866109,14988,2,52.11719,1896.727,858.1328,3984.121,0
22232.22,1654,7.711651,14988,2,52.11719,1896.727,880.1211,3962.133,0
22232.16,1654,13.243923,14988,2,52.11719,1896.727,936.5664,3905.688,0
22232.1,1654,12.710438,14988,2,52.125,1896.727,935.2148,3907.031,0
22234.22,1655,7.317073,14956,3,52.14062,1896.727,940.7852,3901.445,0
22234.29,1655,7.879296,14956,2,52.14062,1896.73,947.1016,3895.125,0
22236.48,1655,8.557047,14988,2,52.14062,1896.762,934.4922,3907.703,0
22488.43,1656,7.335582,14988,3,52.16406,1896.762,938.2461,3903.926,0
22230.25,1654,7.298658,14988,2,52.16406,1896.762,935.9336,3906.238,0
22227.0,1654,7.13686,15020,2,52.18359,1896.766,937.4648,3904.684,0
22227.0,1654,6.861925,15020,2,52.18359,1896.766,935.4961,3906.652,0
22231.54,1656,7.13686,15020,3,52.18359,1896.766,934.3594,3907.789,0
22482.25,1655,7.148865,15020,3,52.18359,1896.766,933.7109,3908.438,0
22227.05,1654,5.976431,14988,2,52.1875,1896.777,940.582,3901.551,0
22232.44,1654,10.942761,14988,2,52.19531,1896.797,929.0664,3913.039,0
22232.44,1654,6.149958,14988,2,52.20312,1896.855,926.5273,3915.512,0
22230.31,1654,5.541562,14956,2,52.20312,1896.855,928.7539,3913.285,0
22227.05,1654,7.142857,14988,2,52.20312,1896.859,939.2969,3902.738,0
22232.36,1655,7.376362,14988,3,52.20312,1896.859,934.793,3907.242,0
22234.34,1655,7.232969,14988,2,52.21094,1896.859,934.9375,3907.09,0
22234.34,1655,7.376362,14988,2,52.21094,1896.859,937.9219,3904.105,0
22236.2,1653,6.700168,14988,3,52.21875,1896.859,940.1602,3901.859,0
22230.34,1652,7.692308,14956,10,52.22656,1896.855,937.6602,3904.355,0
22226.96,1652,13.411567,14956,2,52.22656,1896.855,959.9023,3882.113,0
22410.04,1652,5.936455,14956,3,52.22656,1896.855,956.7305,3885.285,0
22226.96,1652,6.801008,14956,2,52.22656,1896.855,949.5977,3892.418,0
22255.52,1652,14.225589,14924,2,52.28906,1897.605,902.8711,3938.332,0
22507.47,1653,7.879296,14924,3,52.29688,1897.699,902.6289,3938.473,0
22253.4,1652,7.737595,14956,2,52.30469,1897.699,895.9062,3945.188,0
22237.61,1652,7.969799,15020,2,52.30469,1897.699,912.457,3928.637,0
22242.6,1652,5.976431,15020,2,52.30469,1897.699,906.957,3934.137,0
22242.6,1652,5.971405,15020,2,52.30859,1897.707,909.0547,3932.027,0
22239.54,1652,5.630252,15020,2,52.30859,1897.707,914.3711,3926.711,0
22232.92,1653,6.465155,15052,3,52.30859,1897.707,908.9414,3932.141,0
22231.2,1650,6.890756,15052,2,52.31641,1897.707,908.7227,3932.352,0
22231.2,1650,7.239057,15020,2,52.31641,1897.707,916.9062,3924.168,0
22231.22,1650,7.232969,15052,2,52.32422,1897.707,920.6367,3920.43,0
22231.22,1649,7.394958,15020,2,52.32422,1897.707,912.7695,3928.297,0
22232.77,1650,7.323232,15020,3,52.32812,1897.719,914.5977,3926.453,0
22231.07,1649,7.388749,15020,2,52.34375,1897.719,923.4023,3917.633,0
22234.63,1649,8.732158,15052,2,52.34375,1897.719,910.9922,3930.043,0
22480.87,1649,7.04698,15084,3,52.34375,1897.719,914.1484,3926.887,0
22255.55,1649,6.621961,15084,2,52.34375,1897.719,891.082,3949.953,0
22401.22,1651,6.286672,15052,3,52.34375,1897.719,883.5352,3957.5,0
22257.36,1650,6.454317,15052,3,52.35156,1897.719,882.3789,3958.648,0
22261.88,1649,9.335576,15052,3,52.35156,1897.723,857.4883,3983.535,0
22261.88,1649,7.634228,15052,2,52.35156,1897.727,852.8008,3988.219,0
22510.76,1649,7.485282,15052,3,52.35156,1897.727,851.668,3989.352,0
22234.45,1649,7.659933,15052,2,52.35156,1897.727,880.082,3960.938,0
22258.71,1649,7.892527,15052,2,52.35938,1897.785,847.5,3993.453,0
22288.31,1652,16.9907,15052,2,52.35938,1897.965,815.0078,4025.766,0
22285.31,1652,7.317073,15052,2,52.375,1897.965,809.1016,4031.656,0
22263.51,1652,9.696459,15084,2,52.375,1897.98,829.5938,4011.148,0
22263.45,1655,7.932489,15084,3,52.375,1898.031,830.5898,4010.102,0
22239.18,1654,5.788591,15084,1,52.375,1898.031,855.3555,3985.336,0
22238.72,1659,5.625525,15020,3,52.38281,1898.031,856.7031,3983.98,0
22234.92,1654,5.560236,15020,1,52.38281,1898.031,868.4414,3972.242,0
22234.99,1654,5.644482,14956,2,52.38281,1898.031,866.0469,3974.637,0
22229.68,1654,6.986532,14956,2,52.38281,1898.031,869.9023,3970.781,0
22229.68,1654,6.980656,14988,2,52.39844,1898.031,869.3242,3971.344,0
22233.75,1655,7.070707,15020,2,52.39844,1898.031,874.4609,3966.207,0
22235.46,1656,7.058824,15020,3,52.39844,1898.031,877.3867,3963.281,0
22233.75,1655,7.214765,15020,2,52.39844,1898.031,885.4414,3955.227,0
22263.86,1654,17.08754,15020,2,52.39844,1898.051,844.875,3995.773,0
22515.52,1654,7.491582,15020,3,52.41406,1898.051,848.0078,3992.625,0
22260.88,1654,7.89916,15084,2,52.41406,1898.094,850.0391,3990.551,0
22260.88,1657,6.633081,15084,5,52.41406,1898.094,856.0898,3984.5,0
22238.15,1656,6.286672,15084,1,52.41406,1898.094,872.043,3968.547,0
22241.14,1656,8.291457,15084,2,52.41406,1898.184,865.4961,3975.004,0
22241.09,1656,6.218487,15084,2,52.42188,1898.184,863.1328,3977.359,0
22242.88,1657,8.151261,15084,4,52.4375,1898.184,862.4297,3978.047,0
22236.07,1656,7.166948,15084,3,52.4375,1898.184,868.9414,3971.535,0
22233.01,1656,7.154882,15084,2,52.4375,1898.191,872.9414,3967.527,0
22227.75,1656,7.070707,15052,2,52.44531,1898.199,875.8359,3964.617,0
22229.69,1656,7.485282,15052,2,52.44531,1898.203,882.5508,3957.898,0
22229.69,1656,7.154882,15052,2,52.44531,1898.211,879.1797,3961.262,0
22229.69,1656,6.818182,15084,2,52.45312,1898.211,882.207,3958.227,0
22234.82,1656,6.844741,15084,2,52.46094,1898.203,873.4258,3967.008,0
22486.81,1657,7.214765,15052,3,52.46094,1898.211,878.9883,3961.438,0
22234.86,1654,7.20268,15052,2,52.46094,1898.211,877.7422,3962.684,0
22234.86,1654,7.310924,15052,2,52.47656,1898.211,878.7227,3961.688,0
22229.79,1654,6.968934,15084,2,52.47656,1898.211,883.918,3956.492,0
22229.79,1652,7.052897,15052,2,52.47656,1898.211,890.4062,3950.004,0
22231.5,1653,16.86242,15052,5,52.47656,1898.211,922.5938,3917.816,0
22229.51,1651,8.578638,15052,2,52.47656,1898.211,935.8203,3904.59,0
22229.51,1651,7.563025,15052,2,52.48438,1898.211,934.8398,3905.562,0
22236.75,1652,8.130763,15020,2,52.48438,1898.211,923.4414,3916.961,0
22232.77,1651,6.030151,15020,1,52.48438,1898.211,920.9492,3919.453,0
22232.67,1651,6.20285,14988,1,52.5,1898.211,922.2773,3918.109,0
22485.15,1651,6.789606,14988,2,52.5,1898.211,904.5781,3935.809,0
22238.47,1651,6.427379,14988,1,52.50781,1898.211,897.418,3942.961,0
22238.46,1652,6.432749,15020,1,52.50781,1898.211,898.3906,3941.988,0
22235.46,1654,6.286672,15052,1,52.51562,1898.234,905.6641,3934.684,0
22235.46,1655,5.877414,15052,1,52.51562,1898.242,905.3164,3935.023,0
22235.46,1654,5.778894,15052,1,52.51562,1898.242,906.1641,3934.176,0
22235.46,1654,5.704698,15084,1,52.51562,1898.242,904.5664,3935.773,0
22235.46,1654,5.719092,15020,1,52.53125,1898.242,907.668,3932.656,0
22246.75,1654,11.493289,14956,1,52.53125,1898.242,885.3359,3954.988,0
22246.78,1654,5.639731,14956,2,52.53125,1898.242,885.0742,3955.25,0
22241.73,1653,6.700168,15020,2,52.53125,1898.246,887.6016,3952.719,0
22246.86,1655,7.718121,15020,2,52.53125,1898.25,882.75,3957.566,0
22237.59,1658,6.717045,15020,3,52.53906,1898.25,885.625,3954.684,0
22295.77,1655,7.058824,14988,3,52.54688,1898.25,868.0039,3972.297,0
22261.78,1655,7.737595,15020,2,52.54688,1898.25,863.668,3976.633,0
22263.49,1656,6.717045,14988,3,52.54688,1898.25,866.9062,3973.395,0
22240.8,1655,6.728343,15020,2,52.54688,1898.254,889.6602,3950.637,0
22240.8,1655,6.873428,15052,2,52.54688,1898.254,884.9414,3955.355,0
22242.52,1656,5.704698,15052,2,52.54688,1898.254,889.7852,3950.512,0
22240.63,1655,5.956376,15052,1,52.55469,1898.254,891.668,3948.621,0
22235.55,1655,5.862647,15052,1,52.55469,1898.254,897.1172,3943.172,0
22271.33,1656,6.694561,15084,2,52.57031,1898.258,854.2344,3986.035,0
22273.5,1655,7.196653,15084,2,52.57031,1898.258,847.793,3992.477,0
22273.51,1655,7.370184,15084,2,52.57031,1898.258,849.5898,3990.68,0
22275.49,1656,7.711651,15084,3,52.57812,1898.355,852.4961,3987.668,0
22931.7,1669,9.495798,15052,2,52.58203,1899.762,846.9766,3991.777,0
22934.0,1669,6.717045,15052,1,52.59766,1899.789,874.9688,3963.742,0
22960.99,1669,5.690377,15116,2,52.59766,1899.789,872.8828,3965.828,0
22928.0,1669,5.719092,15116,1,52.59766,1899.789,875.4688,3963.242,0
22926.32,1671,6.919831,15116,1,52.59766,1899.789,880.2266,3958.484,0
22928.05,1672,6.841216,15116,3,52.59766,1899.789,881.5664,3957.145,0
22925.88,1671,6.879195,15084,2,52.61719,1899.789,884.7656,3953.926,0
22929.21,1671,7.208718,15084,2,52.625,1899.816,888.4844,3950.172,0
22930.21,1672,6.884971,15020,2,52.625,1899.816,891.5586,3947.098,0
22930.22,1672,6.302521,15020,1,52.625,1899.816,886.6914,3951.965,0
22930.16,1672,5.564924,15084,1,52.64062,1899.816,884.3047,3954.336,0
22922.89,1671,5.564924,15116,1,52.64062,1899.816,891.3047,3947.336,0
22922.89,1671,5.882353,15148,1,52.64062,1899.816,896.0938,3942.547,0
22922.89,1671,6.638655,15116,2,52.64062,1899.816,893.2383,3945.402,0
22922.73,1671,6.884971,15116,2,52.64062,1899.816,890.1562,3948.484,0
22922.74,1669,7.310924,15084,2,52.64844,1899.816,890.9219,3947.711,0
22924.71,1670,7.058824,15084,3,52.64844,1899.887,888.75,3949.812,0
22922.73,1668,7.107023,15084,1,52.65625,1899.891,891.3281,3947.223,0
22922.78,1668,5.857741,15020,1,52.65625,1899.891,890.2812,3948.27,0
22922.78,1666,5.946399,15020,1,52.65625,1899.895,896.1875,3942.359,0
22922.78,1666,5.857741,15020,1,52.65625,1899.906,896.3867,3942.148,0
22922.78,1666,6.365159,15020,2,52.65625,1899.906,891.2148,3947.32,0
22924.39,1666,7.478992,15052,3,52.65625,1899.906,889.4531,3949.082,0
22922.55,1665,7.310924,15020,2,52.67188,1899.906,887.6719,3950.848,0
22922.56,1665,7.478992,15052,2,52.67188,1899.906,886.8828,3951.637,0
22934.63,1667,7.912458,15052,3,52.67188,1899.91,881.5469,3956.969,0
22929.72,1666,6.902357,15052,2,52.67188,1899.91,883.6016,3954.914,0
22929.73,1666,7.323232,15052,2,52.73438,1899.91,885.8477,3952.605,0
22925.72,1665,6.806723,15052,2,52.73438,1899.91,884.125,3954.328,0
22922.42,1665,7.130872,15020,2,52.75,1899.977,886.4297,3951.941,0
22927.71,1666,11.139028,15020,10,52.75781,1899.965,884.9648,3953.41,0
22929.61,1666,7.711651,15020,2,52.75781,1899.965,889.3945,3948.98,0
22929.61,1666,6.980656,15052,2,52.75781,1899.965,887.7305,3950.645,0
22926.41,1666,6.902357,15052,1,52.75781,1899.965,896.957,3941.418,0
22248.72,1656,5.546218,15020,1,52.75781,1899.965,903.8359,3934.539,0
22251.18,1662,5.709488,15052,4,52.76562,1899.965,905.2344,3933.133,0
22245.45,1657,5.872483,15052,2,52.76562,1899.965,902.5117,3935.855,0
22244.84,1656,6.030151,15020,1,52.76562,1899.965,904.5039,3933.863,0
22244.84,1656,6.9747900000000005,15020,2,52.76562,1899.965,904.0078,3934.359,0
22246.58,1657,7.29254,15020,3,52.76562,1899.965,913.2305,3925.137,0
