hand_landmarking_mem.committed_Committed_AS,hand_landmarking_system.active_processes_active,hand_landmarking_system.cpu_user,hand_landmarking_system.file_nr_used_used,hand_landmarking_system.processes_running,hand_landmarking_system.ram_buffers,hand_landmarking_system.ram_cached,hand_landmarking_system.ram_free,hand_landmarking_system.ram_used,Target
31401.92,1655,7.172996,15253,3,36.92188,1547.6016,785.3672,4424.414,3
31401.93,1653,7.679325,15253,3,36.92188,1547.5977,782.1641,4424.438,3
31403.93,1653,7.757167,15317,3,36.92188,1547.6016,782.1328,4423.0,3
31401.95,1655,6.835443,15285,4,36.92188,1547.6016,783.5742,4419.863,3
31402.01,1654,7.85473,15285,3,36.92188,1547.6016,786.707,4420.785,3
31403.71,1654,7.323232,15253,3,36.92969,1547.6016,785.7852,4422.355,3
31402.01,1655,7.323232,15253,4,36.92969,1547.6016,784.2148,4430.078,3
31403.73,1654,7.052897,15285,3,36.92969,1547.6016,776.4844,4432.141,3
31401.79,1655,7.731092,15285,5,36.92969,1547.6055,774.4219,4428.703,3
31401.91,1654,7.407407,15317,3,36.92969,1547.6055,777.8594,4420.348,3
31650.93,1654,7.815126,15349,3,36.92969,1547.7383,786.2109,4416.102,3
31406.08,1654,7.214765,15285,5,36.95312,1547.7383,790.457,4417.938,3
31406.08,1655,7.912458,15285,3,36.98438,1547.7734,788.4883,4409.348,3
31406.46,1655,8.067227,15317,3,36.98438,1547.7773,797.0547,4410.414,3
31401.93,1658,7.892527,15317,5,36.98438,1547.7773,795.9219,4420.723,3
31403.66,1654,7.569386,15317,3,36.98438,1547.7773,785.6094,4422.312,3
31401.93,1654,7.531381,15285,4,36.98438,1547.7773,784.0195,4414.297,3
31401.93,1653,8.108108,15285,3,36.98438,1547.7773,792.0352,4409.973,3
31401.9,1653,7.226891,15285,3,36.99219,1547.7773,796.3594,4406.105,3
31401.09,1653,7.478992,15221,3,36.99219,1547.7812,800.2266,4398.223,3
31654.73,1652,7.569386,15221,3,36.99219,1547.7812,808.1016,4393.574,3
31401.16,1653,6.9747900000000005,15253,4,36.99219,1547.7852,812.7461,4396.816,3
31401.14,1652,8.016878,15253,3,36.99219,1547.7852,809.5039,4408.707,3
31403.11,1651,7.58214,15221,3,37.0,1547.7852,797.6094,4409.184,3
31538.44,1652,7.65349,15221,4,37.0,1547.7891,797.1328,4396.777,3
31402.87,1662,8.067227,15253,4,37.0,1547.7891,809.5312,4401.934,3
31401.15,1652,7.828283,15253,5,37.0,1547.7891,804.3711,4407.5,3
31401.15,1651,8.235294,15253,3,37.0,1547.7891,798.8047,4404.625,3
31402.82,1651,7.866109,15285,3,37.00781,1547.7852,801.6797,4405.441,3
31401.12,1652,8.130763,15317,4,37.00781,1547.7891,800.8633,4410.352,3
31408.74,1651,7.323232,15317,4,37.00781,1547.7891,795.9492,4412.07,3
31408.35,1653,7.58214,15349,4,37.00781,1547.793,794.2266,4405.023,3
31405.29,1652,7.575758,15317,3,37.00781,1547.793,801.2734,4409.469,3
31403.26,1652,7.491582,15317,3,37.01562,1547.9258,796.8242,4395.754,3
31404.34,1652,7.861369,15317,4,37.01562,1547.9258,810.5391,4395.305,3
31404.34,1651,7.594937,15317,3,37.02344,1547.9297,810.8477,4394.34,3
31401.28,1651,6.896552,15317,3,37.02344,1547.9297,811.8125,4389.168,3
31401.28,1652,7.879296,15285,3,37.02344,1547.9297,816.9727,4392.695,3
31402.71,1652,8.97651,15285,3,37.02344,1547.9336,813.4453,4395.566,3
31401.01,1653,7.453936,15285,4,37.02344,1547.9375,810.5742,4402.402,3
31401.02,1653,7.497894,15253,3,37.03125,1547.9336,803.7344,4403.199,3
31401.02,1653,8.094435,15253,4,37.03125,1547.9414,802.9336,4398.289,3
31401.02,1653,7.594937,15253,3,37.03125,1547.9414,807.8398,4397.738,3
31403.0,1653,7.750631999999999,15285,3,37.03125,1547.9453,808.3828,4407.09,3
31398.39,1654,7.347973,15285,4,37.03125,1547.9453,799.0312,4408.898,3
31401.27,1653,7.67285,15285,3,37.03906,1547.9453,797.2188,4412.992,3
31403.04,1653,7.016061,15285,3,37.03906,1547.9492,793.125,4412.816,3
31403.2,1654,7.523246,15285,4,37.03906,1547.9492,793.293,4408.133,3
31402.96,1655,7.354184,15285,5,37.03906,1548.0742,797.9727,4404.371,3
31401.32,1654,7.783418,15285,4,37.04688,1548.0742,801.7344,4396.445,3
31401.32,1653,7.516892,15285,3,37.04688,1548.0781,809.5352,4398.82,3
31403.3,1653,7.19729,15317,3,37.04688,1548.0781,807.1523,4405.918,3
31401.32,1654,7.172996,15285,4,37.04688,1548.0781,800.0508,4406.234,3
31401.32,1653,7.85473,15253,3,37.04688,1548.0781,799.7344,4402.047,3
31401.32,1653,6.756757,15253,3,37.05469,1548.0742,803.9219,4390.781,3
31490.65,1653,7.185123,15253,3,37.05469,1548.0781,815.1875,4396.344,3
31403.04,1659,7.185123,15253,5,37.05859,1548.4414,809.6211,4400.34,3
31401.37,1654,7.504215999999999,15285,4,37.05859,1548.4727,805.6211,4403.66,3
31401.27,1653,7.245156,15317,3,37.07422,1548.4766,801.9336,4405.496,3
31401.27,1653,7.42616,15317,3,37.07422,1548.4766,800.0664,4405.496,3
31401.27,1652,7.731092,15253,3,37.07422,1548.4766,800.0469,4403.059,3
31403.15,1652,7.750631999999999,15285,3,37.07422,1548.4766,802.4844,4404.289,3
31401.3,1653,7.808564,15285,4,37.07422,1548.4766,801.2539,4400.523,3
31401.3,1652,7.634228,15317,3,37.08203,1548.4727,805.0195,4400.148,3
31403.0,1652,7.497894,15285,3,37.08203,1548.4805,805.3945,4402.617,3
31401.3,1653,7.963118,15317,4,37.08203,1548.4805,802.9219,4404.332,3
31403.02,1650,7.640638,15317,3,37.08203,1548.4805,801.1992,4408.539,3
31401.3,1651,7.388749,15285,4,37.08203,1548.4805,796.9922,4406.203,3
31401.33,1650,7.828283,15285,3,37.08984,1548.4844,799.3281,4407.488,3
31655.05,1650,7.208718,15253,3,37.10547,1548.4883,798.043,4408.703,3
31401.41,1651,7.737595,15253,4,37.10547,1548.5117,796.8164,4408.402,3
31650.51,1650,7.634228,15253,4,37.10547,1548.5156,797.0977,4409.43,3
31401.41,1650,7.905803,15221,4,37.10547,1548.5156,796.0469,4394.184,3
31401.44,1650,7.731092,15221,3,37.10547,1548.5156,811.2891,4393.875,3
31403.29,1650,7.310924,15221,3,37.11328,1548.5195,811.5977,4401.797,3
31401.44,1651,7.485282,15253,4,37.11328,1548.5195,803.6758,4401.191,3
31401.44,1650,8.417508,15253,3,37.11328,1548.5195,804.2695,4401.34,3
31401.44,1650,7.569386,15285,3,37.11328,1548.5234,804.1211,4403.402,3
31401.29,1650,7.89916,15253,3,37.11328,1548.5234,802.0586,4393.496,3
31403.02,1650,7.711651,15253,3,37.12109,1548.5156,811.9609,4393.492,3
31401.3,1651,7.815126,15253,4,37.12109,1548.5234,811.9648,4391.887,3
31401.43,1650,7.38255,15253,3,37.12109,1548.5312,813.5703,4393.496,3
31401.43,1650,7.627829,15253,3,37.12109,1548.5352,811.9531,4392.496,3
31401.43,1650,7.38255,15221,3,37.12109,1548.5352,812.9453,4394.074,3
31651.66,1650,7.341772,15253,3,37.12891,1548.5352,811.3633,4398.199,3
31401.43,1653,7.659933,15285,5,37.12891,1548.5352,807.2383,4403.156,3
32132.98,1650,7.919124,15285,4,37.12891,1548.6133,802.2734,4403.57,3
31403.27,1651,7.575758,15285,4,37.13672,1548.5977,801.8594,4399.156,3
31401.28,1651,7.516892,15285,4,37.13672,1548.6055,806.1953,4398.477,3
31403.0,1650,7.757167,15253,3,37.13672,1548.6055,806.8828,4408.555,3
31404.48,1651,6.968934,15253,4,37.13672,1548.7305,796.7969,4400.898,3
31404.49,1650,7.77592,15285,3,37.13672,1548.7305,804.4531,4398.895,3
31403.14,1650,7.963118,15285,3,37.14453,1548.7266,806.332,4395.902,3
31401.56,1651,8.256108,15285,5,37.14453,1548.7344,809.3242,4403.105,3
31406.7,1650,8.593092,15317,3,37.14453,1548.7383,802.1172,4395.855,3
31408.7,1652,7.245156,15317,4,37.14453,1548.7383,809.3594,4403.477,3
31408.7,1651,7.472712,15253,3,37.15234,1548.75,801.7344,4405.156,3
31403.61,1651,7.881356,15253,3,37.15234,1548.7539,800.0547,4407.859,3
31401.28,1651,7.179054,15285,4,37.15234,1548.7539,797.332,4413.359,3
31401.28,1650,8.291032,15285,3,37.15234,1548.6914,791.8281,4407.133,3
31401.29,1650,7.419899,15285,3,37.15234,1548.6953,798.0547,4406.832,3
31401.29,1650,8.305085,15285,4,37.16016,1548.6953,798.418,4407.297,3
31403.02,1650,7.861369,15317,3,37.17578,1548.6797,797.9492,4407.805,3
31401.3,1651,7.16091,15317,4,37.17578,1548.6953,797.4336,4417.156,3
31401.3,1650,7.445008,15317,3,37.18359,1548.6875,788.082,4417.879,3
31401.3,1650,7.179054,15317,3,37.18359,1548.6992,787.3438,4416.848,3
31401.41,1650,7.088608,15253,3,37.18359,1548.6992,788.375,4416.633,3
31655.05,1650,7.42616,15253,3,37.18359,1548.7031,788.5781,4413.367,3
31401.38,1650,7.366638,15285,4,37.18359,1548.7031,791.8438,4406.703,3
31401.43,1650,7.685811,15253,3,37.18359,1548.7148,798.5039,4408.223,3
31403.27,1650,7.510549,15317,3,37.19141,1548.7148,796.9844,4410.672,3
31401.43,1651,7.329402,15317,4,37.19141,1548.7148,794.5234,4415.656,3
31403.28,1650,7.834878,15317,3,37.19141,1548.7188,789.5312,4417.801,3
31401.43,1651,7.679325,15349,4,37.19141,1548.7188,787.3867,4410.785,3
31401.43,1650,7.304786,15381,3,37.19141,1548.7188,794.3984,4411.77,3
31403.14,1650,7.65349,15381,3,37.19922,1548.7188,793.4141,4416.832,3
31401.43,1651,7.239057,15349,6,37.19922,1548.7188,788.3516,4416.902,3
31499.91,1650,8.326325,15349,3,37.19922,1548.7344,788.2734,4420.449,3
31401.36,1651,7.460184,15317,5,37.21484,1548.7383,784.7266,4420.652,3
31401.36,1650,7.815126,15285,3,37.21484,1548.75,784.5078,4416.668,3
31404.21,1650,7.317073,15285,3,37.21484,1548.75,788.4727,4413.324,3
31401.38,1653,7.478992,15285,5,37.21484,1548.75,791.8047,4406.738,3
31401.38,1650,8.801341,15285,3,37.21484,1548.7539,798.3906,4395.238,3
31401.38,1650,7.142857,15285,3,37.22266,1548.7539,809.8906,4401.641,3
31401.39,1650,7.802013,15285,3,37.22266,1548.7539,803.4844,4402.52,3
31403.24,1650,8.144416,15317,3,37.22266,1548.7539,802.5977,4403.258,3
31401.39,1651,7.323232,15317,4,37.22266,1548.7539,801.8594,4395.738,3
31401.39,1650,7.737595,15317,3,37.22266,1548.7578,809.3789,4391.41,3
31401.17,1650,7.304786,15349,3,37.23047,1548.7539,813.707,4399.766,3
31401.18,1650,7.885906,15349,3,37.23047,1548.7617,805.3477,4400.746,3
31651.09,1650,7.808564,15349,3,37.23047,1548.7617,804.3633,4398.57,3
31401.21,1650,6.873428,15317,5,37.24609,1548.8906,806.5312,4399.848,3
31401.21,1650,7.647059,15317,3,37.24609,1548.8906,805.2539,4399.457,3
31403.07,1650,7.232969,15317,3,37.24609,1548.8945,805.5,4400.512,3
31401.24,1651,7.848101,15349,4,37.24609,1548.8945,804.4453,4409.781,3
31402.96,1650,7.323232,15317,3,37.24609,1549.6875,795.1719,4413.004,3
31401.25,1651,7.504215999999999,15317,4,37.25391,1549.6914,791.9492,4416.465,3
31401.25,1650,7.919124,15285,3,37.25391,1549.6914,787.6953,4410.477,3
31657.15,1650,7.737595,15285,3,37.25391,1549.6914,793.6719,4415.309,3
31437.07,1652,7.082631,15285,4,37.30078,1549.6484,788.8398,4413.867,3
31435.32,1656,7.58214,15285,4,37.31641,1549.7305,790.2812,4415.305,3
31436.62,1656,7.232969,15285,3,37.31641,1549.7344,788.8398,4405.133,3
31436.38,1657,12.903226,15253,7,37.33203,1549.7344,798.9141,4414.152,3
31438.17,1657,9.243697,15253,3,37.33984,1549.7266,789.8906,4407.285,3
31436.39,1658,7.577019,15253,5,37.33984,1549.7344,796.7422,4409.719,3
31436.39,1657,8.389262,15253,15,37.33984,1549.7344,794.3086,4410.648,3
31582.06,1657,17.55274,15285,16,37.33984,1549.7344,793.3711,4419.77,3
31436.39,1669,7.989907,15317,17,37.33984,1549.7344,784.25,4421.676,3
31686.06,1657,7.86802,15285,15,37.33984,1549.7344,782.3438,4423.41,3
31402.75,1657,7.841484,15285,16,37.34766,1549.7266,780.6094,4425.801,3
31401.8,1652,7.77027,15253,15,37.34766,1549.7344,778.2188,4426.832,3
31400.61,1652,7.076664,15253,15,37.35547,1549.7266,777.1875,4426.891,3
31398.77,1653,7.094595,15253,17,37.35547,1549.7344,777.1211,4426.328,3
31400.62,1652,7.372881,15285,15,37.35938,1549.75,777.6836,4420.523,3
31400.29,1653,7.939189,15285,15,37.35938,1549.75,783.4805,4422.754,3
31398.84,1655,7.594937,15285,16,37.36719,1549.7461,781.2305,4426.051,3
31400.55,1652,7.341772,15253,13,37.375,1549.7539,777.9336,4426.059,3
31398.84,1653,7.06476,15253,14,37.375,1549.7539,777.9219,4426.492,3
31652.33,1652,7.705334,15285,15,37.375,1549.7539,777.4727,4425.473,3
31396.69,1653,7.191201,15285,16,37.375,1549.7539,778.4922,4421.621,3
31398.72,1652,7.070707,15285,15,37.375,1549.75,782.3438,4422.602,3
31400.57,1652,7.010135,15317,15,37.38281,1549.75,781.3633,4427.012,3
31398.73,1653,7.232969,15285,16,37.38281,1549.7539,776.957,4426.781,3
31398.78,1652,7.783418,15253,15,37.41406,1549.7539,777.1797,4423.836,3
31398.78,1652,7.251265,15253,13,37.4375,1549.7539,780.1211,4424.922,3
31398.78,1652,7.329402,15221,13,37.4375,1549.7539,779.0039,4424.438,3
31400.51,1652,7.58214,15221,15,37.4375,1549.7539,779.4648,4425.387,3
31398.79,1653,7.563025,15253,23,37.4375,1549.7539,778.5156,4430.664,3
31398.82,1652,7.298658,15253,9,37.4375,1549.7539,773.2383,4430.258,3
31398.84,1652,7.466443,15253,21,37.45312,1549.7383,773.6445,4425.445,3
31398.84,1653,7.795474,15285,24,37.47656,1549.7734,778.457,4425.445,3
31400.0,1652,7.698745,15285,18,37.47656,1549.7383,778.457,4427.039,3
31398.02,1652,7.621441,15317,8,37.47656,1549.7383,776.8047,4426.016,3
31398.14,1651,7.788945,15253,8,37.47656,1549.7383,777.8633,4421.465,3
31399.85,1651,7.453936,15253,20,37.47656,1549.7383,782.4141,4422.012,3
31398.14,1652,7.705192999999999,15285,20,37.49219,1549.7383,781.8672,4416.652,3
31399.87,1651,7.627829,15253,17,37.49219,1549.7383,787.2266,4420.145,3
31493.98,1652,7.472712,15253,20,37.49219,1549.7383,783.7188,4406.695,3
31398.07,1657,7.447699,15253,22,37.49219,1549.7383,797.168,4408.988,3
31651.72,1651,7.401177,15253,8,37.49219,1549.7383,794.875,4415.293,3
31398.08,1652,6.711409,15253,17,37.5,1549.7383,788.5703,4410.895,3
31647.65,1651,7.647059,15285,7,37.5,1549.75,792.9688,4415.73,3
31398.09,1651,7.885906,15253,22,37.5,1549.75,788.125,4420.965,3
31398.09,1651,7.491582,15253,16,37.5,1549.75,782.8789,4421.188,3
31400.07,1651,7.447699,15253,16,37.5,1549.7539,782.6562,4418.352,3
31398.09,1652,6.884971,15253,12,37.5,1549.7539,785.4922,4418.57,3
31398.09,1651,7.65349,15221,16,37.50781,1549.7539,785.2695,4409.98,3
31398.1,1651,6.992418,15221,19,37.50781,1549.7539,793.8594,4411.328,3
31398.06,1651,7.491582,15253,16,37.50781,1549.7539,792.5039,4409.578,3
31399.8,1651,7.166948,15221,11,37.51562,1549.7461,794.2539,4412.016,3
31398.1,1652,7.341772,15253,15,37.51562,1549.7539,791.8164,4411.328,3
31399.96,1651,7.58214,15253,12,37.51562,1549.7539,792.5039,4412.574,3
31398.11,1654,7.335582,15285,16,37.51562,1549.7539,791.25,4419.805,3
31398.11,1651,7.13686,15285,11,37.51562,1549.7539,784.0195,4420.723,3
31404.7,1651,7.432432,15285,13,37.53125,1549.7383,783.1016,4423.977,3
31402.79,1652,7.058824,15253,17,37.53125,1549.7539,779.8477,4423.977,3
31402.79,1651,7.705192999999999,15253,17,37.55469,1549.7539,779.8477,4438.164,3
31404.5,1651,7.107023,15253,15,37.55469,1549.7539,765.6445,4433.312,3
31402.69,1652,10.411419,15253,16,37.55469,1549.7539,770.4727,4427.504,3
31408.58,1651,12.013536,15285,16,37.55469,1549.8086,776.2812,4428.977,3
31406.86,1653,7.575758,15317,18,37.55469,1549.8125,774.8086,4422.043,3
31406.86,1652,7.407407,15317,12,37.55469,1549.8125,781.6875,4424.445,3
31656.38,1652,9.037162,15317,17,37.5625,1549.8086,779.2812,4426.324,3
31402.74,1652,7.166948,15317,17,37.5625,1549.8125,777.4023,4426.789,3
31652.9,1651,8.010118,15317,16,37.5625,1549.8125,776.9336,4426.031,3
31402.74,1651,6.93153,15285,14,37.5625,1549.8125,777.6875,4427.508,3
31402.74,1651,7.67285,15285,13,37.5625,1549.8125,776.2109,4433.562,3
31404.59,1651,7.783418,15285,16,37.57031,1549.8125,770.1562,4432.059,3
31485.6,1652,7.451312,15285,17,37.57031,1549.8125,771.6602,4425.309,3
31402.65,1652,7.679325,15285,21,37.57031,1549.8125,778.4023,4422.887,3
31409.72,1651,7.118644,15285,19,37.57031,1549.8125,780.8242,4426.25,3
31409.75,1651,7.179054,15285,19,37.57031,1549.8125,777.4609,4430.281,3
31660.34,1651,7.750631999999999,15253,5,37.57812,1549.8125,773.4297,4437.59,3
31406.7,1652,6.756757,15221,10,37.64062,1549.75,766.1211,4431.391,3
31406.7,1651,7.67285,15221,6,37.64062,1549.8164,772.3125,4429.949,3
31408.14,1651,7.335582,15189,5,37.64062,1549.8164,773.7539,4422.969,3
31442.41,1652,7.154882,15221,12,37.64062,1549.8672,780.668,4424.125,3
31449.71,1656,7.16091,15221,10,37.67188,1549.875,779.5117,4422.23,3
31444.02,1658,7.232969,15253,30,37.67969,1549.8828,781.3555,4406.938,3
31443.96,1657,7.659933,15253,5,37.67969,1549.8945,796.6094,4415.879,3
31445.96,1657,13.578138,15253,6,37.67969,1549.8945,787.6523,4417.434,3
31443.98,1658,14.008439,15285,8,37.67969,1549.8945,786.0859,4420.414,3
31443.98,1657,13.395114,15285,8,37.67969,1549.9062,783.1055,4419.379,3
31444.04,1657,7.401177,15285,5,37.6875,1549.9102,784.1406,4426.184,3
31444.04,1657,7.65349,15285,5,37.6875,1549.9102,777.3242,4417.438,3
31445.76,1657,7.885906,15285,12,37.6875,1549.9102,786.0586,4417.148,3
31410.42,1658,7.20268,15317,8,37.6875,1549.9141,786.3477,4419.648,3
31411.66,1653,7.802013,15317,5,37.6875,1549.9141,783.8477,4402.578,3
31412.27,1656,7.394958,15317,10,37.71094,1549.9141,800.9141,4404.055,3
31410.34,1654,7.802013,15253,6,37.71094,1549.9141,799.4375,4406.297,3
31412.2,1652,7.949791,15221,5,37.71094,1549.9141,797.1719,4407.742,3
31410.45,1653,7.788945,15221,10,37.71094,1549.9141,795.7266,4408.062,3
31410.46,1653,7.575758,15221,5,37.71094,1549.918,795.4062,4403.25,3
31412.1,1653,7.659933,15253,8,37.71875,1549.918,800.2188,4414.602,3
31410.4,1654,6.890756,15221,7,37.71875,1549.918,788.8633,4416.562,3
31664.04,1653,7.919124,15221,4,37.71875,1549.918,786.8945,4414.605,3
31410.4,1653,7.376362,15253,8,37.71875,1549.918,788.8516,4415.953,3
31410.4,1653,8.389262,15285,8,37.71875,1549.918,787.5039,4422.75,3
31412.07,1653,6.980656,15253,6,37.72656,1549.9219,780.707,4425.059,3
32141.79,1654,7.478992,15253,8,37.72656,1550.0469,778.3984,4426.828,3
31408.3,1654,7.323232,15253,8,37.72656,1550.0469,776.6172,4429.352,3
31410.33,1653,7.419899,15253,6,37.72656,1550.0547,773.9688,4429.621,3
31410.33,1653,7.251265,15253,8,37.72656,1550.0586,773.6992,4422.336,3
31663.98,1653,7.070707,15253,6,37.73438,1550.0625,780.9766,4423.973,3
31410.34,1654,7.401177,15253,8,37.73438,1550.0625,779.3359,4417.992,3
31410.34,1653,7.491582,15253,6,37.73438,1550.0664,785.3047,4420.406,3
31412.18,1653,6.992418,15253,5,37.73438,1550.0664,782.8906,4424.449,3
31409.51,1654,7.432432,15221,8,37.76562,1550.0664,778.8438,4425.133,3
31411.18,1652,7.485282,15253,5,37.79688,1550.0547,778.1602,4421.512,3
31409.36,1652,7.698745,15253,8,37.79688,1550.0547,781.75,4423.148,3
31409.37,1651,7.196653,15253,5,37.79688,1550.0586,780.0938,4415.797,3
31663.02,1651,7.466443,15253,8,37.79688,1550.0586,787.4453,4416.859,3
31409.37,1652,7.401177,15221,8,37.79688,1550.0586,786.3789,4419.992,3
31409.37,1651,7.419899,15221,5,37.80469,1550.0508,783.2461,4416.836,3
31409.37,1651,7.329402,15253,6,37.80469,1550.0586,786.4023,4415.301,3
31409.38,1651,7.232969,15253,6,37.80469,1550.0625,787.9375,4413.781,3
31411.1,1651,7.366638,15253,5,37.82812,1550.0625,789.4492,4409.379,3
31409.38,1652,7.445008,15221,6,37.82812,1550.0625,793.8477,4408.668,3
31409.38,1651,7.925801,15253,6,37.82812,1550.0625,794.5352,4408.734,3
31409.46,1651,7.172996,15253,5,37.82812,1550.0625,794.4688,4408.723,3
31409.46,1651,7.790008,15221,5,37.82812,1550.0625,794.4805,4410.527,3
31413.3,1651,7.347973,15253,5,37.82812,1550.0625,792.6758,4412.215,3
31409.46,1654,7.100592,15285,7,37.83594,1550.0625,790.9883,4409.094,3
31409.46,1650,7.432432,15221,5,37.83594,1550.0625,794.1094,4410.801,3
31415.31,1650,7.281964,15253,5,37.83594,1550.0703,792.3945,4404.871,3
31413.61,1652,7.148865,15285,6,37.83594,1550.0703,798.3242,4406.34,3
31667.25,1651,7.251265,15317,7,37.83594,1550.0703,796.8477,4413.602,3
31409.46,1652,7.472712,15285,6,37.84375,1550.0742,789.5859,4414.68,3
31409.28,1650,7.750631999999999,15317,5,37.84375,1550.0742,788.5078,4415.465,3
31411.29,1652,7.685811,15253,6,37.84375,1550.0742,787.7109,4415.852,3
31412.49,1651,7.16091,15253,5,37.84375,1550.0742,787.3242,4415.18,3
31412.58,1650,7.239057,15253,5,37.95703,1551.6914,787.9961,4416.699,3
31409.52,1650,7.815126,15285,7,37.95703,1551.8633,786.4766,4418.184,3
31409.52,1650,7.485282,15285,5,37.95703,1551.8672,783.2617,4420.316,3
31411.24,1650,12.6369,15253,5,37.96484,1551.9102,780.957,4419.941,3
31409.52,1651,7.472712,15285,6,37.96484,1551.9102,781.3281,4407.578,3
31409.52,1650,7.323232,15253,5,37.96484,1551.9102,793.6406,4410.766,3
31409.52,1650,7.556675,15253,5,37.96484,1551.9141,790.4531,4414.766,3
31409.46,1650,7.97649,15221,5,37.96484,1551.9141,786.4531,4410.082,3
31411.48,1650,7.640638,15221,4,37.97266,1551.9141,791.1328,4399.746,3
31409.55,1651,7.04698,15221,5,37.98047,1552.0117,801.4688,4394.258,3
31407.55,1651,7.550336,15221,5,37.99609,1551.9141,806.9492,4391.375,3
31411.27,1651,7.569386,15221,4,38.01172,1551.9141,809.7266,4394.473,3
31412.32,1652,7.640638,15221,5,38.01172,1551.9258,806.7109,4391.773,3
31414.04,1651,8.24222,15221,4,38.01172,1551.9258,809.3945,4396.883,3
31412.32,1652,7.569386,15253,5,38.01172,1551.9258,804.2734,4400.434,3
31412.34,1651,7.569386,15285,5,38.01172,1552.0547,800.7227,4386.641,3
31665.98,1651,7.983193,15253,4,38.01953,1552.0547,814.5156,4389.156,3
31412.22,1651,7.38255,15221,5,38.02734,1552.0547,811.8711,4391.375,3
31412.25,1651,7.757167,15253,4,38.12109,1552.1875,809.6445,4400.004,3
31412.25,1651,7.569386,15221,4,38.12109,1552.1914,801.0078,4394.98,3
31412.26,1651,7.65349,15221,4,38.12109,1552.1914,805.8047,4401.16,3
31414.05,1651,7.744108,15221,5,38.12109,1552.1914,799.6211,4403.863,3
31412.33,1652,7.401177,15253,6,38.12109,1552.1914,796.918,4411.492,3
31412.34,1651,7.413648,15253,4,38.5,1552.1953,789.2891,4413.434,3
31412.34,1651,7.070707,15253,4,38.62109,1552.1953,787.3477,4418.461,3
31412.34,1648,8.00337,15253,5,38.74609,1552.1953,781.9375,4420.098,3
31665.98,1648,8.438819,15253,4,38.74609,1552.1953,780.1797,4421.188,3
31412.28,1649,7.245156,15253,5,38.875,1552.1992,778.9648,4420.336,3
31462.44,1651,7.67285,15253,5,38.88281,1552.1992,779.8164,4413.449,3
31414.21,1651,6.818182,15253,5,38.88281,1552.1992,786.5703,4406.559,3
31407.68,1651,7.466443,15221,5,38.88281,1552.2031,793.4531,4411.418,3
31411.53,1650,7.298658,15189,5,38.88672,1552.2148,788.5938,4409.938,3
31409.68,1651,7.101086,15221,5,38.88672,1552.2148,790.0703,4404.898,3
31409.68,1650,7.815126,15221,4,38.89453,1552.207,795.0938,4397.973,3
31411.4,1650,7.705192999999999,15253,4,38.99609,1552.2227,802.0195,4396.152,3
31409.7,1652,7.478992,15253,5,38.99609,1552.2227,803.8398,4403.266,3
31411.42,1651,7.419899,15253,4,38.99609,1552.2227,796.6094,4405.113,3
31409.61,1652,7.112616,15253,5,38.99609,1552.2227,794.7617,4402.328,3
31409.62,1650,6.998314,15253,4,38.99609,1552.2266,797.5469,4404.648,3
31411.74,1650,7.939189,15253,4,39.00391,1552.2266,795.2266,4405.199,3
31409.63,1651,7.106599,15253,6,39.01953,1552.2266,794.6719,4408.059,3
31409.63,1650,8.199493,15253,4,39.01953,1552.2266,791.8047,4414.441,3
31409.64,1650,7.172996,15285,4,39.01953,1552.2266,785.4062,4414.684,3
31409.64,1650,7.529611,15253,4,39.01953,1552.2266,785.1641,4410.605,3
31411.36,1650,7.094595,15285,4,39.02734,1552.2266,789.2422,4412.574,3
31409.64,1651,7.257384,15285,5,39.02734,1552.2305,787.2734,4414.23,3
31409.64,1650,7.360406,15253,4,39.02734,1552.2305,785.6094,4416.254,3
31409.58,1650,7.354184,15285,4,39.02734,1552.2305,783.582,4416.492,3
31409.7,1650,7.607777,15285,4,39.04297,1552.2305,783.3438,4416.738,3
31663.34,1651,7.239057,15285,4,39.04297,1552.2344,783.0977,4411.113,3
31409.7,1651,6.896552,15285,5,39.04297,1552.2344,788.707,4412.828,3
31409.7,1651,7.86802,15285,4,39.04297,1552.2344,786.9883,4420.973,3
31411.66,1651,7.77027,15253,4,39.14453,1552.2383,778.8438,4420.852,3
31409.7,1652,7.166948,15253,5,39.14453,1552.2383,778.9648,4417.449,3
31411.55,1651,7.472712,15253,4,39.15234,1552.2383,782.2617,4411.961,3
31409.7,1651,7.497894,15285,6,39.15234,1552.2383,787.75,4415.633,3
31409.57,1650,7.939189,15253,4,39.15234,1552.2383,784.0703,4418.195,3
31411.22,1650,7.401177,15285,4,39.15234,1552.2422,781.5078,4417.496,3
31409.54,1651,7.460184,15285,5,39.15234,1552.2461,782.207,4409.867,3
32397.8,1650,7.647059,15285,4,39.16016,1552.25,789.832,4413.719,3
31414.56,1652,7.304786,15285,7,39.16016,1552.25,785.9766,4408.109,3
31409.63,1654,8.053691,15189,5,40.01562,1552.2617,791.5742,4410.129,3
31411.61,1651,7.20268,15221,4,40.02344,1552.2617,789.5547,4409.23,3
31412.63,1652,8.207705,15221,5,40.02344,1552.2617,789.5859,4408.395,3
31412.63,1650,8.838384,15221,4,40.02344,1552.2617,790.4141,4413.762,3
31409.57,1650,7.041073,15221,4,40.02344,1552.2617,785.0469,4418.602,3
31409.57,1648,7.388749,15221,4,40.02344,1552.2617,780.207,4420.414,3
