face_landmarking_mem.committed_Committed_AS,face_landmarking_system.active_processes_active,face_landmarking_system.cpu_user,face_landmarking_system.file_nr_used_used,face_landmarking_system.processes_running,face_landmarking_system.ram_buffers,face_landmarking_system.ram_cached,face_landmarking_system.ram_free,face_landmarking_system.ram_used,Target
10393.711,1014.0,8.746846,9462,3,82.80469,2784.578,1726.164,2197.539,8
10393.711,1014.0,7.504215999999999,9430,2,82.8125,2784.578,1728.086,2195.617,8
10393.719,1014.0,4.128054,9462,3,82.8125,2784.578,1727.133,2196.562,8
10393.723,1014.0,4.026846,9462,2,82.8125,2784.578,1727.082,2196.613,8
10393.723,1014.0,5.223252,9430,3,82.8125,2784.578,1725.746,2197.949,8
10393.723,1014.0,9.037657,9430,3,82.8125,2784.578,1723.285,2200.41,8
10393.762,1014.0,9.443508,9430,2,82.82031,2784.578,1728.52,2195.176,8
10395.469,1015.0,8.64094,9430,3,82.82031,2784.578,1727.852,2195.836,8
10393.762,1014.0,9.296482,9430,2,82.82031,2784.578,1726.902,2196.785,8
10395.484,1015.0,8.578638,9430,4,82.82031,2784.578,1726.684,2197.004,8
10397.77,1015.0,9.083263,9430,4,82.82031,2784.578,1723.68,2200.008,8
10399.492,1016.0,9.07563,9430,3,82.82812,2784.578,1726.445,2197.242,8
10397.773,1015.0,8.571429,9430,2,82.82812,2784.578,1729.984,2193.695,8
10394.742,1016.0,9.106239,9430,3,82.82812,2784.578,1726.184,2197.496,8
10393.773,1014.0,9.006734,9462,2,82.82812,2784.578,1726.633,2197.047,8
10393.773,1014.0,9.395973,9494,3,82.82812,2784.578,1725.973,2197.707,8
10393.711,1014.0,8.900084,9462,2,82.82812,2784.578,1728.086,2195.594,8
10393.719,1014.0,9.167368,9430,2,82.83594,2784.578,1726.418,2197.262,8
10393.73,1014.0,8.270042,9398,2,82.83594,2784.578,1729.566,2194.105,8
10393.734,1014.0,8.776371,9398,2,82.83594,2784.578,1726.324,2197.348,8
10395.441,1015.0,7.872697,9462,3,82.83594,2784.578,1726.578,2197.094,8
10393.734,1014.0,8.185654,9430,2,82.83594,2784.582,1726.238,2197.434,8
10395.461,1015.0,6.149958,9430,5,82.84375,2784.582,1730.086,2193.582,8
10393.738,1014.0,8.010118,9462,3,82.84375,2784.582,1728.629,2195.031,8
10395.461,1015.0,8.508846,9462,3,82.84375,2784.582,1728.035,2195.625,8
10393.738,1014.0,8.968986,9462,3,82.84375,2784.582,1726.66,2197.0,8
10393.738,1014.0,8.670034,9494,2,82.84375,2784.582,1727.816,2195.844,8
10393.75,1014.0,9.144295,9494,2,82.84375,2784.582,1725.602,2198.059,8
10393.754,1014.0,9.723386,9494,2,82.85156,2784.582,1728.406,2195.254,8
10393.754,1014.0,6.818182,9462,2,82.85156,2784.582,1729.66,2193.992,8
10393.762,1014.0,8.123953,9430,3,82.85156,2784.582,1728.344,2195.309,8
10393.766,1016.0,7.148865,9462,4,82.85156,2784.586,1730.617,2193.035,8
10393.766,1016.0,9.175084,9462,4,82.85156,2784.586,1728.848,2194.801,8
10395.477,1017.0,8.535565,9494,3,82.85938,2784.586,1729.289,2194.359,8
10393.77,1016.0,8.999159,9494,2,82.85938,2784.586,1729.465,2194.176,8
10395.621,1017.0,8.746846,9526,3,82.85938,2784.586,1730.0,2193.641,8
10397.777,1017.0,8.593092,9526,2,82.85938,2784.586,1730.23,2193.41,8
10645.277,1017.0,6.218487,9558,3,82.85938,2784.586,1729.93,2193.711,8
10397.727,1017.0,4.040404,9526,2,82.85938,2784.586,1730.0,2193.641,8
10395.488,1017.0,4.128054,9494,3,82.85938,2784.586,1730.863,2192.777,8
10393.766,1016.0,3.94958,9494,3,82.86719,2784.586,1730.152,2193.488,8
10393.766,1016.0,3.872054,9462,2,82.86719,2784.586,1731.445,2192.188,8
10393.766,1016.0,3.794266,9462,3,82.86719,2784.586,1731.492,2192.141,8
10393.766,1016.0,4.289319,9462,4,82.86719,2784.586,1728.539,2195.094,8
10393.766,1016.0,3.697479,9462,2,82.86719,2784.59,1730.129,2193.504,8
10393.766,1016.0,3.775168,9430,4,82.875,2784.59,1729.273,2194.355,8
10395.273,1019.0,4.191115,9430,3,82.875,2784.59,1728.793,2194.828,8
10393.766,1016.0,4.278523,9430,2,82.875,2784.59,1730.156,2193.465,8
10395.477,1017.0,3.855826,9430,3,82.875,2784.59,1729.062,2194.559,8
10393.77,1016.0,4.117647,9462,2,82.875,2784.59,1724.703,2198.918,8
10395.492,1017.0,3.855826,9430,3,82.875,2784.594,1726.23,2197.391,8
10393.77,1016.0,4.117647,9462,3,82.88281,2784.594,1726.84,2196.777,8
10395.625,1017.0,4.289319,9462,3,82.88281,2784.594,1727.676,2195.934,8
10393.773,1016.0,4.103853,9462,3,82.88281,2784.594,1727.148,2196.461,8
10393.773,1016.0,4.861693,9494,2,82.88281,2784.594,1726.906,2196.703,8
10393.773,1016.0,4.773869,9462,3,82.88281,2784.594,1724.449,2199.16,8
10393.773,1016.0,4.030227,9462,2,82.89062,2784.594,1725.941,2197.668,8
10393.77,1016.0,4.468803,9462,2,82.89062,2784.594,1725.941,2197.66,8
10393.77,1016.0,8.494533,9462,2,82.89062,2784.594,1726.715,2196.887,8
10393.707,1015.0,3.451178,9494,2,82.89062,2784.594,1729.023,2194.578,8
10393.75,1015.0,4.128054,9494,3,82.89062,2784.594,1727.609,2195.992,8
10395.586,1016.0,4.95382,9462,3,82.89844,2784.594,1727.258,2196.344,8
10393.75,1015.0,5.13468,9430,4,82.89844,2784.594,1724.059,2199.535,8
10395.73,1016.0,3.439597,9430,4,82.89844,2784.594,1726.039,2197.555,8
10393.754,1015.0,3.628692,9462,3,82.89844,2784.594,1727.863,2195.73,8
10646.602,1016.0,5.8873,9462,3,82.89844,2784.594,1727.352,2196.242,8
10393.77,1015.0,3.778338,9494,2,82.90625,2784.594,1725.547,2198.047,8
10395.492,1016.0,6.234204,9494,3,82.90625,2784.594,1725.445,2198.141,8
10393.77,1015.0,9.121339,9494,2,82.90625,2784.594,1724.07,2199.516,8
10393.77,1015.0,9.319899,9494,3,82.90625,2784.594,1726.98,2196.605,8
10393.645,1016.0,4.865772,9494,3,82.90625,2784.594,1727.867,2195.719,8
10393.656,1016.0,4.292929,9430,3,82.90625,2784.594,1727.504,2196.082,8
10393.688,1016.0,6.734007,9462,3,82.91406,2784.594,1727.141,2196.445,8
10393.688,1016.0,8.87574,9430,2,82.91406,2784.594,1728.387,2195.191,8
10395.523,1017.0,7.388749,9430,4,82.91406,2784.594,1728.969,2194.609,8
10393.688,1016.0,3.700589,9430,4,82.91406,2784.594,1726.438,2197.141,8
10641.871,1016.0,6.554622,9430,3,82.91406,2784.594,1726.227,2197.352,8
10393.695,1016.0,9.144295,9430,3,82.92188,2784.594,1726.605,2196.973,8
10394.301,1017.0,8.074012,9430,4,82.92188,2784.594,1727.34,2196.23,8
10393.695,1016.0,4.194631,9462,2,82.92188,2784.598,1729.828,2193.742,8
10395.418,1017.0,4.026846,9398,3,82.92188,2784.598,1728.812,2194.754,8
10393.758,1016.0,3.114478,9398,2,82.92188,2784.598,1729.43,2194.137,8
10396.445,1022.0,3.94958,9462,5,82.92969,2784.598,1729.793,2193.773,8
10393.758,1016.0,3.775168,9430,4,82.92969,2784.598,1731.344,2192.215,8
10393.758,1016.0,4.949664,9430,2,82.92969,2784.598,1729.816,2193.742,8
10393.762,1016.0,4.617968,9398,2,82.92969,2784.598,1727.957,2195.602,8
10393.762,1016.0,4.205214,9430,3,82.92969,2784.598,1729.023,2194.535,8
10393.762,1016.0,4.93311,9430,2,82.9375,2784.598,1729.914,2193.645,8
10393.762,1016.0,8.999159,9462,3,82.9375,2784.598,1728.555,2194.996,8
10395.469,1017.0,6.576728,9462,4,82.9375,2784.598,1727.977,2195.574,8
10393.762,1016.0,3.956229,9462,3,82.9375,2784.598,1729.555,2193.996,8
10395.422,1017.0,3.865546,9462,3,82.9375,2784.598,1729.312,2194.238,8
10393.707,1016.0,4.205214,9462,2,82.9375,2784.598,1734.285,2189.266,8
10395.652,1017.0,8.410429,9462,3,82.94531,2784.598,1732.316,2191.234,8
10393.801,1016.0,9.395973,9430,3,82.94531,2784.598,1731.188,2192.355,8
10393.801,1016.0,8.480269,9462,2,82.94531,2784.598,1730.031,2193.512,8
10393.809,1016.0,3.442485,9494,2,82.94531,2784.598,1729.68,2193.863,8
10393.812,1016.0,6.323777,9494,2,82.94531,2784.598,1728.52,2195.023,8
10393.812,1016.0,8.816121,9430,2,82.95312,2784.598,1729.668,2193.875,8
10393.816,1016.0,4.6025100000000005,9462,2,82.95312,2784.598,1731.641,2191.895,8
10397.816,1017.0,3.778338,9462,2,82.95312,2784.598,1730.867,2192.668,8
10397.816,1017.0,4.694049,9462,2,82.95312,2784.598,1730.73,2192.805,8
10399.531,1018.0,4.789916,9494,3,82.95312,2784.598,1731.426,2192.109,8
10393.703,1016.0,5.550883,9494,2,82.96094,2784.598,1729.211,2194.324,8
10423.184,1017.0,4.128054,9494,3,82.96094,2784.598,1732.016,2191.512,8
10393.738,1016.0,4.785894,9462,3,82.96094,2784.598,1732.695,2190.832,8
10641.961,1016.0,8.571429,9430,3,82.96094,2784.598,1734.664,2188.863,8
10393.738,1016.0,8.214585,9462,3,82.96094,2784.598,1732.941,2190.586,8
10646.586,1017.0,8.885163,9462,3,82.96875,2784.73,1732.965,2190.562,8
10393.742,1016.0,9.479866,9462,2,82.96875,2784.73,1731.77,2191.617,8
10393.805,1017.0,8.438819,9462,2,82.96875,2784.73,1726.988,2196.398,8
10393.773,1017.0,8.487395,9430,4,82.96875,2784.73,1729.16,2194.227,8
10393.773,1017.0,4.450042,9430,2,82.96875,2784.73,1727.047,2196.34,8
10393.773,1017.0,6.375839,9462,3,82.96875,2784.73,1725.305,2198.082,8
10393.797,1017.0,9.731544,9462,2,82.97656,2784.73,1728.531,2194.855,8
10395.504,1018.0,8.900084,9494,3,82.97656,2784.73,1728.848,2194.531,8
10399.094,1021.0,8.823529,9494,3,82.97656,2784.73,1728.109,2195.27,8
10399.531,1019.0,8.930076,9494,3,82.97656,2784.73,1726.094,2197.285,8
10397.809,1018.0,6.565657,9462,2,82.97656,2784.73,1725.543,2197.836,8
10395.906,1018.0,5.695142,9462,4,82.98438,2784.73,1726.395,2196.984,8
10394.055,1017.0,9.07563,9430,3,82.98438,2784.73,1731.125,2192.246,8
10394.055,1017.0,8.915055,9398,2,82.98438,2784.73,1728.664,2194.707,8
10394.059,1017.0,8.593092,9430,3,82.98438,2784.73,1726.684,2196.688,8
10394.051,1017.0,8.655462,9430,2,82.98438,2784.73,1725.066,2198.305,8
10393.93,1017.0,8.417508,9430,3,82.99219,2784.73,1729.164,2194.207,8
10393.938,1017.0,9.014322,9430,2,82.99219,2784.73,1728.262,2195.102,8
10393.949,1016.0,9.083263,9462,2,82.99219,2784.73,1725.758,2197.605,8
10393.949,1016.0,8.853288,9494,2,82.99219,2784.73,1725.875,2197.488,8
10643.535,1016.0,7.737595,9526,3,82.99219,2784.73,1726.879,2196.484,8
10394.008,1016.0,8.746846,9526,3,82.99219,2784.73,1725.984,2197.379,8
10395.738,1017.0,8.662742,9526,3,83.0,2784.73,1727.914,2195.449,8
10394.016,1016.0,8.158116,9526,3,83.0,2784.73,1727.652,2195.703,8
10646.863,1017.0,8.823529,9462,3,83.0,2784.73,1725.988,2197.367,8
10394.016,1016.0,8.340354,9462,3,83.0,2784.73,1726.848,2196.508,8
10394.016,1016.0,8.670034,9462,3,83.0,2784.73,1727.852,2195.504,8
10394.027,1016.0,8.487395,9494,3,83.00781,2784.73,1727.672,2195.684,8
10394.027,1016.0,9.495798,9462,3,83.00781,2784.73,1726.637,2196.711,8
10394.027,1016.0,9.045226,9462,3,83.00781,2784.734,1730.219,2193.129,8
10394.227,1016.0,9.006734,9430,2,83.00781,2784.734,1729.812,2193.531,8
10395.934,1017.0,8.838384,9430,3,83.00781,2784.734,1729.328,2194.016,8
10394.227,1016.0,8.403361,9430,2,83.01562,2784.734,1723.949,2199.395,8
10396.078,1017.0,8.585859,9430,3,83.01562,2784.734,1726.613,2196.723,8
10394.23,1016.0,8.549873999999999,9430,2,83.01562,2784.734,1727.688,2195.648,8
10423.711,1017.0,7.815126,9430,3,83.01562,2784.734,1726.918,2196.418,8
10394.234,1016.0,3.94958,9398,3,83.01562,2784.734,1725.781,2197.555,8
10394.648,1017.0,5.369128,9398,3,83.02344,2784.734,1727.867,2195.469,8
10394.195,1016.0,4.362416,9430,2,83.02344,2784.734,1728.508,2194.82,8
10394.199,1016.0,4.274937,9430,3,83.02344,2784.734,1727.207,2196.121,8
10394.199,1016.0,3.772003,9462,3,83.02344,2784.734,1729.832,2193.496,8
10395.0,1016.0,4.465038,9430,2,83.02344,2784.734,1727.184,2196.145,8
10395.02,1016.0,4.63353,9430,3,83.02344,2784.734,1728.352,2194.977,8
10395.02,1016.0,4.949664,9430,2,83.03125,2784.734,1728.027,2195.301,8
10397.691,1019.0,5.536913,9430,4,83.03125,2784.734,1726.797,2196.523,8
10395.02,1016.0,5.466779,9398,2,83.03125,2784.734,1726.242,2197.078,8
10645.633,1016.0,4.292929,9366,4,83.03125,2784.734,1726.93,2196.391,8
10399.023,1017.0,7.388749,9366,2,83.03125,2784.734,1724.777,2198.543,8
10400.684,1018.0,8.626466,9398,4,83.03906,2784.734,1727.129,2196.191,8
10398.973,1017.0,7.89916,9398,2,83.05469,2785.227,1726.258,2197.055,8
10396.695,1017.0,4.110738,9462,3,83.05469,2785.227,1725.754,2197.051,8
10395.062,1016.0,7.257384,9462,3,83.05469,2785.227,1725.711,2197.094,8
10395.062,1016.0,7.983193,9462,2,83.05469,2785.227,1724.469,2198.336,8
10395.062,1016.0,8.368201,9462,2,83.05469,2785.227,1723.781,2199.023,8
10395.066,1016.0,9.220453,9462,16,83.0625,2785.227,1722.211,2200.594,8
10395.07,1016.0,8.347386,9430,15,83.0625,2785.227,1724.387,2198.41,8
10395.07,1016.0,8.585859,9430,16,83.0625,2785.227,1723.301,2199.496,8
10396.949,1018.0,8.549873999999999,9430,17,83.0625,2785.227,1727.598,2195.199,8
10395.113,1019.0,10.336134,9398,14,83.0625,2785.23,1724.883,2197.914,8
10647.898,1018.0,7.575758,9366,16,83.07031,2785.23,1727.555,2195.238,8
10395.078,1017.0,4.70984,9366,15,83.07812,2785.23,1726.207,2196.578,8
10396.973,1018.0,3.933054,9366,16,83.07812,2785.23,1728.715,2194.062,8
10395.25,1019.0,4.96633,9398,14,83.07812,2785.23,1727.98,2194.797,8
10396.973,1018.0,4.278523,9398,17,83.07812,2785.23,1726.691,2196.086,8
10395.25,1017.0,3.529412,9398,18,83.07812,2785.234,1729.855,2192.922,8
10395.25,1017.0,3.628692,9430,19,83.08594,2785.234,1728.75,2194.023,8
10395.25,1016.0,4.11419,9430,11,83.08594,2785.234,1728.953,2193.812,8
10395.254,1016.0,4.282116,9398,16,83.08594,2785.234,1731.609,2191.156,8
10395.254,1016.0,4.110738,9430,13,83.08594,2785.234,1730.625,2192.141,8
10395.254,1016.0,4.128054,9430,17,83.08594,2785.234,1726.934,2195.832,8
10394.941,1016.0,4.026846,9462,16,83.08594,2785.234,1723.09,2199.676,8
10394.953,1016.0,4.194631,9462,16,83.09375,2785.234,1724.516,2198.25,8
10394.965,1017.0,4.530201,9462,10,83.09375,2785.234,1723.645,2199.113,8
10394.965,1016.0,5.443886,9494,4,83.09375,2785.234,1725.172,2197.586,8
10645.676,1016.0,7.166948,9430,7,83.09375,2785.234,1724.285,2198.473,8
10394.965,1016.0,9.190556,9430,17,83.09375,2785.234,1723.211,2199.547,8
10395.57,1017.0,8.410429,9462,5,83.09375,2785.234,1721.148,2201.609,8
10397.34,1018.0,7.956449,9430,5,83.10156,2785.234,1720.086,2202.672,8
10396.719,1016.0,8.984047,9430,5,83.10156,2785.234,1719.062,2203.688,8
10394.996,1015.0,8.853288,9430,4,83.10156,2785.234,1722.559,2200.191,8
10395.0,1015.0,8.35443,9462,4,83.10156,2785.234,1722.418,2200.332,8
10394.941,1015.0,8.466052,9494,4,83.10156,2785.234,1721.453,2201.297,8
10394.953,1014.0,9.52381,9462,5,83.10938,2785.234,1719.789,2202.961,8
10394.953,1014.0,8.999159,9462,4,83.10938,2785.234,1717.82,2204.922,8
10394.965,1014.0,6.9747900000000005,9462,4,83.10938,2785.234,1724.371,2198.371,8
10394.965,1015.0,8.249158,9462,11,83.10938,2785.234,1722.297,2200.445,8
10394.965,1014.0,8.64094,9462,3,83.10938,2785.234,1722.352,2200.391,8
10647.895,1015.0,3.619529,9462,6,83.11719,2785.238,1722.391,2200.352,8
10395.031,1014.0,4.037006,9462,7,83.11719,2785.238,1725.094,2197.637,8
10396.754,1015.0,3.694374,9430,4,83.11719,2785.238,1726.395,2196.336,8
10399.059,1015.0,3.865546,9430,3,83.11719,2785.238,1726.383,2196.348,8
10400.781,1016.0,4.205214,9494,8,83.11719,2785.238,1727.652,2195.078,8
10399.0,1015.0,3.291139,9494,3,83.11719,2785.238,1724.797,2197.934,8
10395.023,1014.0,4.026846,9462,4,83.125,2785.238,1726.617,2196.113,8
10395.023,1014.0,3.697479,9462,4,83.125,2785.238,1725.629,2197.094,8
10395.023,1014.0,8.473154,9430,4,83.125,2785.238,1729.039,2193.684,8
10395.023,1014.0,8.662742,9430,4,83.125,2785.238,1728.699,2194.023,8
10399.031,1015.0,8.523207,9398,4,83.125,2785.238,1727.234,2195.488,8
10399.031,1015.0,8.578638,9430,4,83.125,2785.238,1724.773,2197.949,8
10399.051,1015.0,8.417508,9430,2,83.13281,2785.238,1726.777,2195.945,8
10396.762,1015.0,4.198153,9430,3,83.13281,2785.238,1725.535,2197.18,8
10395.055,1014.0,3.535354,9398,2,83.13281,2785.238,1722.344,2200.371,8
10396.906,1015.0,3.355705,9398,6,83.13281,2785.238,1724.527,2198.188,8
10395.055,1014.0,4.110738,9462,2,83.13281,2785.238,1724.844,2197.871,8
10647.91,1014.0,4.289319,9462,3,83.14062,2785.238,1723.758,2198.957,8
10395.078,1014.0,3.787879,9494,2,83.14062,2785.238,1726.176,2196.531,8
10396.801,1015.0,3.85906,9494,3,83.14062,2785.238,1724.414,2198.293,8
10395.078,1014.0,3.700589,9494,2,83.14062,2785.238,1723.922,2198.785,8
10395.078,1014.0,4.201681,9494,2,83.14062,2785.238,1722.512,2200.195,8
10395.078,1014.0,4.020101,9462,2,83.14844,2785.238,1723.316,2199.391,8
10395.078,1014.0,3.700589,9526,2,83.14844,2785.238,1723.449,2199.25,8
10396.387,1020.0,3.619529,9526,6,83.14844,2785.238,1723.664,2199.035,8
10395.039,1014.0,4.103853,9526,2,83.14844,2785.238,1726.738,2195.961,8
10395.043,1014.0,4.534005,9526,2,83.14844,2785.238,1727.312,2195.387,8
10395.047,1014.0,3.288364,9494,2,83.15625,2785.238,1730.191,2192.508,8
10396.883,1015.0,3.454086,9462,3,83.15625,2785.238,1729.828,2192.863,8
10395.047,1014.0,4.026846,9398,2,83.15625,2785.242,1729.898,2192.793,8
10505.902,1014.0,4.271357,9430,4,83.15625,2785.242,1727.73,2194.957,8
10395.105,1015.0,3.79107,9430,2,83.15625,2785.242,1724.73,2197.957,8
10396.828,1016.0,3.616484,9462,5,83.16406,2785.242,1722.684,2200.004,8
10395.105,1015.0,3.772003,9462,4,83.16406,2785.242,1723.234,2199.445,8
10396.828,1016.0,5.369128,9462,5,83.16406,2785.242,1723.027,2199.652,8
10395.105,1015.0,8.946488,9462,4,83.16406,2785.242,1722.172,2200.508,8
10395.105,1015.0,9.029536,9462,3,83.16406,2785.242,1726.016,2196.664,8
10394.988,1015.0,7.304786,9494,4,83.16406,2785.242,1725.805,2196.875,8
10395.004,1015.0,6.459732,9494,3,83.17188,2785.242,1725.586,2197.094,8
10395.016,1015.0,8.04694,9494,2,83.17188,2785.242,1725.992,2196.68,8
10395.027,1015.0,3.451178,9526,3,83.17188,2785.242,1723.398,2199.273,8
10395.027,1015.0,3.622578,9526,2,83.17188,2785.246,1723.141,2199.531,8
10395.086,1015.0,4.11419,9494,2,83.17188,2785.246,1725.91,2196.758,8
10396.793,1016.0,4.117647,9494,3,83.17969,2785.246,1726.777,2195.891,8
10395.086,1015.0,3.700589,9494,2,83.17969,2785.246,1727.277,2195.383,8
10396.957,1016.0,3.439597,9526,6,83.17969,2785.246,1729.855,2192.805,8
10395.105,1015.0,8.417508,9494,4,83.17969,2785.246,1726.707,2195.953,8
10643.461,1015.0,8.892617,9494,5,83.17969,2785.246,1728.973,2193.688,8
10395.059,1015.0,8.885163,9526,4,83.25,2785.246,1728.977,2193.684,8
10609.309,1015.0,9.274874,9526,5,83.25,2785.246,1733.332,2189.258,8
10395.07,1015.0,8.739495999999999,9526,4,83.25,2785.246,1732.402,2190.188,8
10395.098,1015.0,8.907563,9526,5,83.25,2785.246,1732.164,2190.426,8
10395.098,1015.0,8.900084,9494,4,83.25,2785.246,1730.688,2191.902,8
10395.082,1015.0,8.999159,9462,3,83.25,2785.246,1727.566,2195.023,8
10395.164,1015.0,8.915055,9462,3,83.25781,2785.246,1728.508,2194.082,8
10395.156,1015.0,9.045226,9462,3,83.25781,2785.246,1725.801,2196.781,8
10396.879,1016.0,8.319328,9430,4,83.25781,2785.246,1727.906,2194.676,8
10396.504,1017.0,8.754209,9430,5,83.25781,2785.246,1724.988,2197.594,8
10397.008,1016.0,8.571429,9462,4,83.25781,2785.25,1726.078,2196.504,8
10394.973,1015.0,8.739495999999999,9462,4,83.26562,2785.25,1727.07,2195.508,8
10397.039,1016.0,8.074012,9462,4,83.26562,2785.25,1725.996,2196.574,8
10395.059,1014.0,3.616484,9462,2,83.26562,2785.234,1726.312,2196.258,8
10647.906,1015.0,3.865546,9462,4,83.26562,2785.234,1728.539,2194.047,8
10395.078,1014.0,3.85906,9430,2,83.26562,2785.234,1727.215,2195.371,8
10395.078,1014.0,4.530201,9430,15,83.27344,2785.234,1728.105,2194.48,8
10395.078,1014.0,7.65349,9494,4,83.27344,2785.234,1724.664,2197.914,8
10395.082,1014.0,8.732158,9494,3,83.27344,2785.234,1723.688,2198.891,8
10395.082,1014.0,8.600337,9494,4,83.27344,2785.234,1721.82,2200.758,8
10395.082,1014.0,8.22838,9494,4,83.27344,2785.234,1725.668,2196.91,8
10396.918,1015.0,7.996633,9494,3,83.27344,2785.234,1725.441,2197.137,8
10395.09,1015.0,8.907563,9526,3,83.28125,2785.234,1726.938,2195.641,8
10396.953,1016.0,8.930076,9494,4,83.28125,2785.234,1726.859,2195.711,8
10399.121,1016.0,8.480269,9494,3,83.28125,2785.234,1724.508,2198.062,8
10400.504,1017.0,9.167368,9462,7,83.28125,2785.234,1724.879,2197.691,8
10399.121,1016.0,8.326325,9430,3,83.28125,2785.234,1726.328,2196.242,8
10647.969,1016.0,9.41968,9430,5,83.28906,2785.234,1726.137,2196.434,8
10395.121,1015.0,8.991597,9430,3,83.28906,2785.234,1726.57,2195.992,8
10395.121,1015.0,8.768971,9430,3,83.28906,2785.234,1722.52,2200.043,8
10395.121,1015.0,8.823529,9462,3,83.28906,2785.234,1726.082,2196.48,8
10395.121,1015.0,9.106239,9462,4,83.28906,2785.234,1723.508,2199.055,8
10395.121,1015.0,8.83095,9430,2,83.28906,2785.234,1726.684,2195.879,8
10395.062,1015.0,8.578638,9430,3,83.29688,2785.234,1724.812,2197.75,8
10395.074,1016.0,8.922559,9366,3,83.29688,2785.234,1726.73,2195.824,8
10395.078,1015.0,9.13663,9366,1,83.29688,2785.234,1728.23,2194.324,8
10647.938,1016.0,8.578638,9430,3,83.29688,2785.234,1727.547,2195.008,8
10395.09,1015.0,8.999159,9430,1,83.30469,2785.234,1724.523,2198.031,8
10647.938,1016.0,8.930076,9462,3,83.30469,2785.234,1727.211,2195.336,8
10395.09,1015.0,8.375209,9462,2,83.30469,2785.238,1727.363,2195.184,8
10396.812,1016.0,9.06801,9462,4,83.30469,2785.238,1725.121,2197.422,8
10395.09,1015.0,7.912458,9430,1,83.30469,2785.238,1724.719,2197.824,8
10395.09,1015.0,8.808724999999999,9462,3,83.3125,2785.238,1725.25,2197.293,8
10395.094,1015.0,8.754209,9430,2,83.3125,2785.238,1726.957,2195.578,8
10395.031,1015.0,8.816121,9430,2,83.3125,2785.238,1724.52,2198.016,8
10395.316,1015.0,9.07563,9462,3,83.3125,2785.238,1727.148,2195.387,8
10395.059,1015.0,9.006734,9430,2,83.3125,2785.238,1723.973,2198.562,8
10396.312,1016.0,9.128978,9430,3,83.32031,2785.238,1724.668,2197.867,8
10395.059,1015.0,8.922559,9430,3,83.32031,2785.238,1727.043,2195.484,8
10600.941,1015.0,8.487395,9430,3,83.32031,2785.238,1729.031,2193.496,8
10395.059,1015.0,8.249158,9398,3,83.32031,2785.238,1728.074,2194.453,8
10647.91,1016.0,9.07563,9398,3,83.32031,2785.238,1726.961,2195.566,8
10395.062,1015.0,8.585859,9398,2,83.32812,2785.238,1724.254,2198.273,8
10396.785,1016.0,9.167368,9430,3,83.32812,2785.238,1725.98,2196.539,8
10395.129,1015.0,8.732158,9494,2,83.32812,2785.238,1729.18,2193.34,8
10395.066,1015.0,4.278523,9462,2,83.32812,2785.238,1729.492,2193.027,8
10395.082,1015.0,3.959562,9462,2,83.32812,2785.238,1727.539,2194.98,8
10395.094,1015.0,3.85906,9462,3,83.33594,2785.242,1725.957,2196.562,8
10395.094,1015.0,4.02347,9430,2,83.33594,2785.242,1725.02,2197.488,8
10395.094,1015.0,7.401177,9430,3,83.33594,2785.242,1725.133,2197.375,8
10395.156,1015.0,8.984047,9430,2,83.33594,2785.242,1725.738,2196.77,8
10395.156,1015.0,9.175084,9430,2,83.33594,2785.242,1725.184,2197.324,8
10648.004,1016.0,3.942953,9430,3,83.34375,2785.242,1724.805,2197.703,8
10395.176,1015.0,3.442485,9398,2,83.34375,2785.242,1725.98,2196.52,8
10396.898,1016.0,3.535354,9398,3,83.34375,2785.242,1728.266,2194.234,8
10395.176,1015.0,3.700589,9398,3,83.34375,2785.242,1725.488,2197.012,8
10396.977,1016.0,3.607383,9430,4,83.34375,2785.242,1723.133,2199.367,8
10399.137,1016.0,4.033613,9430,3,83.35156,2785.242,1724.039,2198.461,8
10428.621,1016.0,4.191115,9430,3,83.35156,2785.246,1724.82,2197.672,8
10399.168,1016.0,3.613445,9430,2,83.35156,2785.246,1730.133,2192.355,8
10395.168,1015.0,4.117647,9430,3,83.35156,2785.246,1731.426,2191.062,8
10395.168,1015.0,3.772003,9430,2,83.35156,2785.246,1728.477,2194.012,8
10395.172,1015.0,8.00337,9430,3,83.35156,2785.246,1730.371,2192.117,8
10395.172,1015.0,8.24222,9430,2,83.35938,2785.246,1727.008,2195.48,8
10395.172,1015.0,9.228188,9430,2,83.35938,2785.246,1725.707,2196.773,8
10396.879,1016.0,8.403361,9462,4,83.35938,2785.246,1723.91,2198.57,8
10394.984,1015.0,9.388097,9462,1,83.35938,2785.246,1727.508,2194.973,8
10396.848,1016.0,6.040268,9462,4,83.35938,2785.246,1727.703,2194.777,8
10395.109,1015.0,8.067227,9462,2,83.36719,2785.246,1727.344,2195.137,8
10396.492,1016.0,8.410429,9494,4,83.36719,2785.246,1724.918,2197.555,8
10395.109,1015.0,8.724832,9494,3,83.36719,2785.246,1724.961,2197.512,8
10551.457,1015.0,8.761584,9494,3,83.36719,2785.246,1724.75,2197.723,8
10395.117,1015.0,8.801341,9494,2,83.36719,2785.246,1725.297,2197.176,8
10395.117,1015.0,8.999159,9494,2,83.36719,2785.246,1726.594,2195.879,8
10395.121,1015.0,8.968986,9398,2,83.375,2785.246,1727.516,2194.957,8
10395.121,1015.0,9.06801,9430,3,83.375,2785.246,1726.125,2196.34,8
